"id","province","area","psu_id","income","household_size","has_electricity","employment_status","education_years","dwelling_type","water_access","internet_access","health_insurance","chronic_illness","known_pop_province","known_pop_area","stratum","psu_size"
8764,"Gauteng","Urban",78,962841.6,3,1,"Not in Labor Force",12,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",56
8765,"Western Cape","Urban",31,23767.7,7,1,"Not in Labor Force",12,"Formal","Public_Tap",1,1,0,4700000,24500000,"Western Cape_Urban",50
8766,"Limpopo","Rural",64,2138.4,5,1,"Employed",9,"Formal","Piped",0,1,0,5800000,13300000,"Limpopo_Rural",64
8767,"Gauteng","Urban",121,31548.6,3,1,"Not in Labor Force",14,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",46
8768,"KZN","Rural",167,10751,7,1,"Employed",9,"Informal","Public_Tap",1,1,0,11500000,13300000,"KZN_Rural",57
8769,"Limpopo","Urban",68,33650.4,6,0,"Not in Labor Force",14,"Informal","Well",0,1,0,5800000,24500000,"Limpopo_Urban",58
8770,"Limpopo","Urban",42,80218.6,3,1,"Unemployed",11,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",54
8771,"Limpopo","Rural",158,1439.1,6,0,"Not in Labor Force",10,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",59
8772,"KZN","Urban",121,51545.6,5,1,"Not in Labor Force",10,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",46
8773,"Gauteng","Urban",187,67431.6,3,1,"Unemployed",18,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",43
8774,"KZN","Urban",110,11678.4,3,1,"Employed",9,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",60
8775,"Limpopo","Urban",125,898.8,7,0,"Employed",13,"Formal","Public_Tap",1,1,0,5800000,24500000,"Limpopo_Urban",48
8776,"Gauteng","Urban",53,25225.2,4,1,"Employed",12,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",50
8777,"KZN","Urban",121,74376,3,1,"Not in Labor Force",15,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",46
8778,"Gauteng","Urban",156,36262.8,5,1,"Not in Labor Force",10,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",53
8779,"Gauteng","Urban",70,1290.6,9,1,"Not in Labor Force",15,"Traditional","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",57
8780,"KZN","Urban",67,362574.4,4,0,"Unemployed",12,"Informal","Piped",0,1,0,11500000,24500000,"KZN_Urban",40
8781,"KZN","Rural",110,74056,3,1,"Not in Labor Force",9,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",60
8782,"Limpopo","Urban",179,37276.4,6,1,"Employed",6,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",62
8783,"Gauteng","Urban",58,485805.6,2,1,"Employed",6,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",45
8784,"Limpopo","Rural",72,11111.4,3,1,"Unemployed",11,"Formal","Public_Tap",1,1,1,5800000,13300000,"Limpopo_Rural",27
8785,"KZN","Rural",176,13663,5,1,"Not in Labor Force",10,"Formal","Piped",0,0,1,11500000,13300000,"KZN_Rural",59
8786,"KZN","Urban",145,18702.4,2,1,"Not in Labor Force",10,"Formal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",58
8787,"Gauteng","Urban",97,37168.2,2,1,"Not in Labor Force",7,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",52
8788,"Limpopo","Urban",36,16116.8,2,1,"Not in Labor Force",4,"Formal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",45
8789,"Western Cape","Urban",40,414169.3,3,1,"Unemployed",11,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",52
8790,"Limpopo","Rural",143,60583.5,5,1,"Not in Labor Force",6,"Formal","Well",0,1,1,5800000,13300000,"Limpopo_Rural",60
8791,"KZN","Urban",29,14190.4,6,1,"Unemployed",12,"Informal","Piped",1,1,1,11500000,24500000,"KZN_Urban",50
8792,"KZN","Urban",86,103102.4,3,1,"Not in Labor Force",14,"Informal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",39
8793,"Gauteng","Urban",21,18891,6,1,"Unemployed",16,"Informal","Well",1,1,1,15800000,24500000,"Gauteng_Urban",60
8794,"KZN","Urban",120,37022.4,5,1,"Not in Labor Force",8,"Formal","Piped",1,1,1,11500000,24500000,"KZN_Urban",52
8795,"Gauteng","Urban",74,26276.4,5,1,"Employed",11,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",46
8796,"Limpopo","Rural",99,32882.4,5,0,"Employed",15,"Informal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",45
8797,"KZN","Urban",181,225822.4,3,1,"Employed",13,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",43
8798,"KZN","Urban",191,41955.2,5,1,"Unemployed",7,"Formal","Piped",1,0,1,11500000,24500000,"KZN_Urban",46
8799,"Gauteng","Rural",131,26163.6,3,0,"Employed",6,"Formal","Well",1,0,0,15800000,13300000,"Gauteng_Rural",54
8800,"KZN","Urban",35,11515.2,2,1,"Unemployed",10,"Formal","Public_Tap",1,0,1,11500000,24500000,"KZN_Urban",43
8801,"Western Cape","Urban",186,11112.9,5,0,"Not in Labor Force",12,"Informal","Public_Tap",0,0,0,4700000,24500000,"Western Cape_Urban",49
8802,"KZN","Urban",38,4793.6,3,1,"Employed",9,"Traditional","Piped",0,1,0,11500000,24500000,"KZN_Urban",56
8803,"Limpopo","Urban",130,21569.8,3,1,"Employed",11,"Informal","Other",0,0,0,5800000,24500000,"Limpopo_Urban",67
8804,"Limpopo","Rural",163,72745.2,4,1,"Not in Labor Force",13,"Informal","Piped",1,1,0,5800000,13300000,"Limpopo_Rural",41
8805,"Limpopo","Rural",96,37872,6,1,"Employed",7,"Informal","Public_Tap",0,1,0,5800000,13300000,"Limpopo_Rural",52
8806,"KZN","Urban",44,99424,8,1,"Employed",9,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",43
8807,"KZN","Rural",170,78323,2,0,"Employed",10,"Formal","Public_Tap",1,0,0,11500000,13300000,"KZN_Rural",52
8808,"KZN","Urban",107,264972.8,4,0,"Employed",7,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",45
8809,"Gauteng","Urban",92,18558,3,0,"Employed",9,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",53
8810,"KZN","Urban",151,41356.8,4,1,"Unemployed",7,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",42
8811,"KZN","Urban",98,132408,7,0,"Not in Labor Force",15,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",59
8812,"KZN","Urban",131,66419.2,4,1,"Not in Labor Force",10,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",54
8813,"KZN","Urban",173,176984,6,0,"Not in Labor Force",16,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",35
8814,"Gauteng","Urban",10,17339.4,2,1,"Not in Labor Force",12,"Formal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",49
8815,"Gauteng","Urban",82,10897.2,4,1,"Employed",10,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",51
8816,"Western Cape","Rural",83,259707.8,3,1,"Employed",8,"Formal","Piped",0,0,0,4700000,13300000,"Western Cape_Rural",59
8817,"Western Cape","Urban",167,14171.2,3,1,"Unemployed",3,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",57
8818,"KZN","Urban",181,277200,3,1,"Not in Labor Force",12,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",43
8819,"Gauteng","Urban",10,3456,4,1,"Not in Labor Force",3,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",49
8820,"KZN","Rural",29,6703,6,0,"Employed",14,"Formal","Well",1,0,0,11500000,13300000,"KZN_Rural",50
8821,"KZN","Urban",92,30966.4,1,1,"Employed",11,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",53
8822,"Gauteng","Urban",192,90709.2,6,0,"Employed",6,"Informal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",48
8823,"KZN","Urban",51,5336,2,1,"Employed",9,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",49
8824,"KZN","Urban",198,93339.2,7,1,"Employed",5,"Traditional","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",43
8825,"KZN","Urban",77,49582.4,3,1,"Employed",12,"Traditional","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",47
8826,"Limpopo","Urban",184,28532,6,1,"Employed",9,"Formal","Piped",1,1,0,5800000,24500000,"Limpopo_Urban",47
8827,"Gauteng","Urban",53,126385.2,5,1,"Not in Labor Force",18,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",50
8828,"Gauteng","Rural",91,13668,3,1,"Employed",12,"Formal","Well",1,0,0,15800000,13300000,"Gauteng_Rural",49
8829,"KZN","Urban",166,56596.8,10,1,"Unemployed",20,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",40
8830,"Western Cape","Urban",47,37173.9,3,0,"Employed",8,"Traditional","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",50
8831,"KZN","Urban",15,20555.2,6,1,"Not in Labor Force",12,"Formal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",42
8832,"Gauteng","Rural",171,117211.2,7,0,"Unemployed",8,"Traditional","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",50
8833,"KZN","Rural",154,11811,5,0,"Unemployed",16,"Formal","Public_Tap",0,0,0,11500000,13300000,"KZN_Rural",46
8834,"Limpopo","Urban",48,195031.2,7,1,"Employed",15,"Formal","Public_Tap",1,1,0,5800000,24500000,"Limpopo_Urban",60
8835,"Western Cape","Urban",17,16036.1,2,0,"Unemployed",13,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",56
8836,"Gauteng","Urban",117,10983.6,3,1,"Not in Labor Force",13,"Informal","Public_Tap",0,1,0,15800000,24500000,"Gauteng_Urban",47
8837,"Gauteng","Rural",157,5504.4,7,0,"Unemployed",9,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",63
8838,"Limpopo","Urban",178,17214.4,4,1,"Employed",9,"Formal","Public_Tap",1,1,0,5800000,24500000,"Limpopo_Urban",48
8839,"Gauteng","Urban",150,1239393.6,2,1,"Not in Labor Force",10,"Formal","Public_Tap",0,1,0,15800000,24500000,"Gauteng_Urban",53
8840,"Gauteng","Rural",153,2787.6,3,0,"Employed",15,"Formal","Well",1,1,0,15800000,13300000,"Gauteng_Rural",48
8841,"KZN","Urban",25,16984,4,1,"Employed",9,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",43
8842,"Gauteng","Rural",164,13484.4,4,0,"Employed",13,"Traditional","Piped",0,0,1,15800000,13300000,"Gauteng_Rural",45
8843,"KZN","Urban",84,73904,2,0,"Employed",10,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",57
8844,"KZN","Urban",125,151572.8,5,1,"Employed",14,"Formal","Public_Tap",1,1,1,11500000,24500000,"KZN_Urban",48
8845,"Western Cape","Urban",184,36184.5,7,0,"Not in Labor Force",10,"Informal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",47
8846,"Gauteng","Rural",159,22226.4,3,1,"Employed",14,"Formal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",58
8847,"Western Cape","Urban",40,14788.3,4,1,"Not in Labor Force",13,"Informal","Public_Tap",1,1,1,4700000,24500000,"Western Cape_Urban",52
8848,"Gauteng","Rural",161,2990.4,6,0,"Not in Labor Force",10,"Informal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",45
8849,"KZN","Rural",115,33833,6,0,"Unemployed",13,"Informal","Piped",1,1,1,11500000,13300000,"KZN_Rural",68
8850,"Gauteng","Rural",87,73539.6,5,0,"Not in Labor Force",12,"Formal","Well",0,1,0,15800000,13300000,"Gauteng_Rural",47
8851,"KZN","Rural",84,42617,2,1,"Not in Labor Force",7,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",57
8852,"Gauteng","Rural",92,27466.8,2,0,"Unemployed",8,"Formal","Well",1,0,0,15800000,13300000,"Gauteng_Rural",53
8853,"Gauteng","Urban",140,274915.8,4,1,"Employed",9,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",54
8854,"Gauteng","Urban",26,20980.8,6,1,"Employed",10,"Informal","Well",0,1,0,15800000,24500000,"Gauteng_Urban",43
8855,"KZN","Urban",157,20697.6,5,1,"Unemployed",12,"Formal","Other",0,1,0,11500000,24500000,"KZN_Urban",63
8856,"Gauteng","Rural",158,5396.4,6,1,"Employed",10,"Informal","Piped",1,0,1,15800000,13300000,"Gauteng_Rural",59
8857,"KZN","Urban",131,16494.4,1,0,"Employed",6,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",54
8858,"Limpopo","Urban",123,153605.2,6,1,"Not in Labor Force",17,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",64
8859,"Gauteng","Urban",106,25687.8,4,1,"Unemployed",15,"Informal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",49
8860,"Gauteng","Rural",63,21578.4,6,0,"Employed",11,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",55
8861,"Gauteng","Rural",29,19152,10,0,"Employed",8,"Informal","Well",0,1,0,15800000,13300000,"Gauteng_Rural",50
8862,"KZN","Rural",8,21627,3,1,"Employed",2,"Formal","Public_Tap",0,0,0,11500000,13300000,"KZN_Rural",51
8863,"Gauteng","Rural",75,70664.4,2,1,"Employed",9,"Traditional","Piped",0,1,1,15800000,13300000,"Gauteng_Rural",50
8864,"Gauteng","Rural",32,22650,3,1,"Employed",6,"Informal","Public_Tap",1,0,1,15800000,13300000,"Gauteng_Rural",53
8865,"KZN","Urban",139,12403.2,3,1,"Unemployed",11,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",52
8866,"Limpopo","Urban",61,48585.6,5,0,"Not in Labor Force",6,"Formal","Piped",1,0,1,5800000,24500000,"Limpopo_Urban",53
8867,"Gauteng","Urban",195,176841,7,0,"Employed",11,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",51
8868,"Gauteng","Urban",43,30150,2,1,"Not in Labor Force",14,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",55
8869,"Gauteng","Urban",191,20277,4,1,"Employed",15,"Formal","Piped",0,0,1,15800000,24500000,"Gauteng_Urban",46
8870,"KZN","Urban",93,24596.8,5,0,"Not in Labor Force",11,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",55
8871,"KZN","Urban",8,5617.6,6,0,"Employed",11,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",51
8872,"Limpopo","Urban",32,7151.2,1,1,"Not in Labor Force",7,"Informal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",53
8873,"Gauteng","Urban",81,173935.8,2,0,"Not in Labor Force",14,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",52
8874,"Limpopo","Rural",64,28459.8,3,1,"Not in Labor Force",6,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",64
8875,"Limpopo","Urban",115,141842.4,8,1,"Not in Labor Force",6,"Formal","Well",1,0,1,5800000,24500000,"Limpopo_Urban",68
8876,"Gauteng","Urban",160,20527.2,3,0,"Not in Labor Force",9,"Informal","Well",1,0,1,15800000,24500000,"Gauteng_Urban",41
8877,"Limpopo","Urban",68,64171.8,5,0,"Employed",14,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",58
8878,"Gauteng","Urban",42,18361.8,4,1,"Employed",6,"Informal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",54
8879,"Limpopo","Urban",117,57986.6,5,1,"Employed",9,"Informal","Well",1,0,0,5800000,24500000,"Limpopo_Urban",47
8880,"KZN","Urban",64,23331.2,5,0,"Not in Labor Force",8,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",64
8881,"Limpopo","Rural",121,39767.4,6,1,"Employed",7,"Traditional","Well",1,0,0,5800000,13300000,"Limpopo_Rural",46
8882,"Gauteng","Urban",155,25201.8,5,0,"Not in Labor Force",8,"Traditional","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",41
8883,"Western Cape","Urban",17,73686.5,4,1,"Not in Labor Force",14,"Traditional","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",56
8884,"Gauteng","Urban",154,7025.4,3,1,"Unemployed",10,"Informal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",46
8885,"Limpopo","Rural",52,15108.3,1,0,"Employed",13,"Traditional","Public_Tap",1,0,0,5800000,13300000,"Limpopo_Rural",73
8886,"Gauteng","Rural",41,18981.6,5,0,"Not in Labor Force",9,"Formal","Piped",0,0,1,15800000,13300000,"Gauteng_Rural",46
8887,"Western Cape","Urban",135,87094.4,4,0,"Employed",13,"Formal","Public_Tap",1,1,0,4700000,24500000,"Western Cape_Urban",30
8888,"Western Cape","Urban",20,26742.7,7,0,"Employed",7,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",53
8889,"KZN","Urban",78,14412.8,3,0,"Employed",9,"Formal","Piped",1,0,1,11500000,24500000,"KZN_Urban",56
8890,"KZN","Urban",91,8752,3,1,"Employed",10,"Traditional","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",49
8891,"Gauteng","Urban",115,58735.8,6,0,"Employed",8,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",68
8892,"Limpopo","Urban",154,41568.8,6,0,"Employed",8,"Formal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",46
8893,"Limpopo","Rural",53,39600.9,5,1,"Not in Labor Force",8,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",50
8894,"KZN","Urban",167,4699.2,5,1,"Employed",13,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",57
8895,"Gauteng","Urban",88,255.6,4,0,"Employed",14,"Formal","Piped",1,0,1,15800000,24500000,"Gauteng_Urban",47
8896,"Gauteng","Urban",139,83849.4,5,1,"Employed",11,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",52
8897,"Gauteng","Urban",47,22440.6,6,0,"Unemployed",7,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",50
8898,"Limpopo","Urban",138,297294.2,7,1,"Unemployed",6,"Traditional","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",46
8899,"Limpopo","Urban",80,60272.8,6,1,"Employed",11,"Formal","Piped",1,1,0,5800000,24500000,"Limpopo_Urban",47
8900,"Gauteng","Urban",169,151441.2,6,0,"Employed",12,"Informal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",46
8901,"Gauteng","Urban",105,83422.8,2,0,"Not in Labor Force",17,"Formal","Piped",0,1,1,15800000,24500000,"Gauteng_Urban",60
8902,"Limpopo","Urban",17,64925,6,1,"Unemployed",9,"Formal","Public_Tap",1,1,0,5800000,24500000,"Limpopo_Urban",56
8903,"Gauteng","Urban",23,16155,3,1,"Employed",14,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",52
8904,"Gauteng","Urban",76,67838.4,2,1,"Not in Labor Force",8,"Formal","Piped",1,0,1,15800000,24500000,"Gauteng_Urban",42
8905,"Limpopo","Urban",3,2245.6,5,1,"Employed",13,"Formal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",54
8906,"KZN","Urban",21,354294.4,1,1,"Not in Labor Force",18,"Informal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",60
8907,"KZN","Urban",164,17846.4,5,1,"Not in Labor Force",8,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",45
8908,"Limpopo","Urban",90,51914.8,8,1,"Unemployed",6,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",50
8909,"Limpopo","Rural",63,12758.4,5,1,"Not in Labor Force",9,"Formal","Well",1,0,0,5800000,13300000,"Limpopo_Rural",55
8910,"Limpopo","Rural",176,5269.5,4,0,"Not in Labor Force",12,"Formal","Public_Tap",1,0,0,5800000,13300000,"Limpopo_Rural",59
8911,"Western Cape","Rural",39,22064.9,4,1,"Employed",14,"Formal","Piped",0,1,0,4700000,13300000,"Western Cape_Rural",57
8912,"KZN","Urban",195,8976,8,1,"Unemployed",14,"Formal","Public_Tap",1,1,1,11500000,24500000,"KZN_Urban",51
8913,"Gauteng","Rural",92,3463.2,6,1,"Employed",7,"Informal","Public_Tap",0,1,0,15800000,13300000,"Gauteng_Rural",53
8914,"Limpopo","Urban",73,36185.8,2,1,"Employed",7,"Formal","Public_Tap",0,0,0,5800000,24500000,"Limpopo_Urban",44
8915,"Gauteng","Urban",86,38059.2,4,1,"Employed",15,"Formal","Well",0,1,0,15800000,24500000,"Gauteng_Urban",39
8916,"Gauteng","Urban",58,34821,2,1,"Employed",5,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",45
8917,"Western Cape","Urban",153,92459.6,6,0,"Not in Labor Force",13,"Formal","Well",1,0,0,4700000,24500000,"Western Cape_Urban",48
8918,"Gauteng","Rural",3,16986,3,1,"Not in Labor Force",8,"Traditional","Public_Tap",0,0,0,15800000,13300000,"Gauteng_Rural",54
8919,"Gauteng","Rural",142,12228,6,0,"Employed",12,"Formal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",49
8920,"KZN","Urban",18,31257.6,9,0,"Employed",8,"Formal","Well",0,1,0,11500000,24500000,"KZN_Urban",62
8921,"Limpopo","Urban",179,23135,2,1,"Unemployed",12,"Formal","Well",1,1,0,5800000,24500000,"Limpopo_Urban",62
8922,"Gauteng","Rural",178,12783.6,2,1,"Not in Labor Force",12,"Informal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",48
8923,"Limpopo","Urban",137,4510.8,5,1,"Not in Labor Force",9,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",61
8924,"Gauteng","Urban",42,23013,5,0,"Not in Labor Force",15,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",54
8925,"Western Cape","Urban",26,30164.8,6,1,"Not in Labor Force",8,"Informal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",43
8926,"KZN","Urban",27,32076.8,5,1,"Employed",14,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",52
8927,"KZN","Rural",33,20748,6,1,"Employed",12,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",46
8928,"KZN","Rural",18,20788,2,1,"Not in Labor Force",20,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",62
8929,"Gauteng","Urban",42,119467.8,7,1,"Unemployed",9,"Formal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",54
8930,"KZN","Urban",78,45643.2,2,1,"Employed",11,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",56
8931,"Gauteng","Urban",165,13737.6,8,1,"Employed",8,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",53
8932,"KZN","Urban",123,7574.4,3,1,"Not in Labor Force",14,"Formal","Well",0,0,0,11500000,24500000,"KZN_Urban",64
8933,"KZN","Urban",46,181476.8,6,1,"Employed",6,"Informal","Piped",1,0,0,11500000,24500000,"KZN_Urban",57
8934,"KZN","Rural",108,50689,6,1,"Unemployed",8,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",48
8935,"Limpopo","Rural",52,6925.5,7,1,"Not in Labor Force",20,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",73
8936,"Gauteng","Urban",144,5666.4,3,1,"Employed",10,"Informal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",44
8937,"Limpopo","Urban",154,147940.8,5,1,"Employed",18,"Formal","Public_Tap",1,1,1,5800000,24500000,"Limpopo_Urban",46
8938,"Gauteng","Urban",131,9649.8,2,0,"Not in Labor Force",4,"Informal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",54
8939,"Limpopo","Rural",56,14337.9,6,0,"Unemployed",13,"Formal","Public_Tap",1,1,0,5800000,13300000,"Limpopo_Rural",53
8940,"KZN","Urban",187,11448,3,0,"Not in Labor Force",11,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",43
8941,"Western Cape","Urban",39,68657.9,4,1,"Not in Labor Force",16,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",57
8942,"Western Cape","Urban",87,107841.2,6,1,"Not in Labor Force",13,"Formal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",47
8943,"Gauteng","Urban",98,25396.2,4,1,"Not in Labor Force",15,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",59
8944,"KZN","Rural",35,40720,8,1,"Employed",9,"Formal","Well",0,1,0,11500000,13300000,"KZN_Rural",43
8945,"Gauteng","Urban",71,9140.4,3,1,"Not in Labor Force",8,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",55
8946,"Gauteng","Rural",12,20806.8,5,1,"Not in Labor Force",12,"Informal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",50
8947,"Western Cape","Rural",177,5879.5,6,1,"Employed",6,"Informal","Piped",0,0,0,4700000,13300000,"Western Cape_Rural",53
8948,"KZN","Urban",156,8014.4,4,1,"Not in Labor Force",5,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",53
8949,"Gauteng","Urban",30,15008.4,4,0,"Employed",15,"Formal","Piped",1,0,1,15800000,24500000,"Gauteng_Urban",49
8950,"Limpopo","Rural",142,9387.9,4,1,"Unemployed",9,"Formal","Public_Tap",1,1,0,5800000,13300000,"Limpopo_Rural",49
